Order id,order date,ship date,customer id,product id,product name,category,region,state,City,Quantity,Unit price,discount(%),Sales amount,cost price,profit,Payment Mode,Delivery status,Supplier name,Supplier email,stock left,Auto reorder,reorder quantity
ord1502,2025-10-08,2025-10-15,Cust527,prod9398,Biscuits,Grocery,North,Kentucky,North Zacharytown,1,2251,15,1913.35,1566.14,347.21,CC,Cancelled,"Weber, Chang and Hernandez",kennedyeric@mason.com,34,No,0
ord1503,2025-06-08,2025-06-10,Cust841,prod8035,Sugar,Grocery,East,Tennessee,Anthonystad,3,2645,10,7141.5,5125.25,2016.25,NB,Pending,"Griffith, Wilson and Yu",thomasbarbara@mitchell-gregory.com,9,Yes,49
ord1504,2025-03-23,2025-03-24,Cust414,prod9946,Cooking oil,Grocery,North,Massachusetts,Jasonburgh,8,2828,0,22624.0,14575.87,8048.13,CC,Delivered,"Best, Parker and Choi",bennettdiana@white.org,7,Yes,27
ord1505,2025-01-19,2025-01-24,Cust395,prod4412,Office chair,Furniture,West,Delaware,South Linda,5,2410,15,10242.5,8274.27,1968.23,Cash,Returned,Fernandez and Sons,vprice@stevenson-edwards.com,17,No,0
ord1506,2025-01-06,2025-01-07,Cust669,prod1588,Mouse,Electronics,North,Colorado,Kennethchester,4,2464,20,7884.8,6789.27,1095.53,Cash,Pending,Daniel LLC,leah00@craig.biz,12,No,0
ord1507,2025-02-05,2025-02-09,Cust796,prod8775,File folder,Office supplies,South,Mississippi,Port Debra,7,771,10,4857.3,3257.1,1600.2,CC,Cancelled,"Hubbard, Peters and Gordon",bprice@foster-woods.biz,27,No,0
ord1508,2025-01-03,2025-01-10,Cust711,prod8806,Cooking oil,Grocery,North,Massachusetts,Williamshaven,4,4975,10,17910.0,13344.96,4565.04,NB,Cancelled,"Lucas, Hubbard and Fisher",blaketucker@moore-robertson.com,50,No,0
ord1509,2025-12-05,2025-12-12,Cust594,prod9495,Mouse,Electronics,West,Connecticut,West Ronald,5,4907,15,20854.75,18610.28,2244.47,UPI,Pending,"Hester, Boyle and Diaz",william81@lewis.info,11,No,0
ord1510,2025-06-25,2025-07-01,Cust270,prod6616,Biscuits,Grocery,West,Alaska,Erikafort,6,1499,5,8544.3,6091.66,2452.64,CC,Returned,Mccormick-Long,millsjoseph@anderson-chapman.org,12,No,0
ord1511,2025-07-20,2025-07-26,Cust454,prod6376,Rice bag,Grocery,South,New Hampshire,Carolinetown,9,3127,20,22514.4,19437.54,3076.86,Cash,Pending,"Mann, Bray and Brewer",terri08@carroll.com,24,No,0
ord1512,2025-10-31,2025-11-02,Cust571,prod3794,Keyboard,Electronics,South,Pennsylvania,Lake Matthewfurt,2,2215,0,4430.0,2808.24,1621.76,CC,Cancelled,Levy-Oneill,eric65@carrillo.com,8,Yes,40
ord1513,2025-05-03,2025-05-08,Cust776,prod4865,Laptop,Electronics,North,Alabama,Cardenasmouth,8,3752,10,27014.4,20424.78,6589.62,NB,Delivered,Hays-Singh,margaret00@dougherty.info,23,No,0
ord1514,2025-01-12,2025-01-19,Cust410,prod5860,Laptop,Electronics,South,Oregon,Howardshire,1,3971,15,3375.35,2295.35,1080.0,UPI,Delivered,"Henderson, Duffy and Johnson",moorekayla@collins-horton.org,11,No,0
ord1515,2025-06-13,2025-06-14,Cust318,prod2889,Rice bag,Grocery,East,New York,West Andrewside,1,4848,10,4363.2,2681.76,1681.44,CC,Delivered,"Palmer, Richardson and Best",robertholmes@zimmerman-mueller.com,41,No,0
ord1516,2025-01-12,2025-01-14,Cust679,prod1039,Rice bag,Grocery,South,Connecticut,North Savannah,3,773,10,2087.1,1420.79,666.31,CC,Delivered,"Taylor, Mann and Foster",xmurphy@bell-pierce.com,9,Yes,22
ord1517,2025-03-20,2025-03-25,Cust478,prod6150,Office chair,Furniture,West,Connecticut,Cindytown,9,2644,5,22606.2,20255.46,2350.74,UPI,Cancelled,"Wallace, Holloway and Rowe",susan59@vazquez.com,1,Yes,20
ord1518,2025-04-16,2025-04-20,Cust917,prod3375,Sofa,Furniture,East,New Hampshire,Dixontown,1,3171,5,3012.45,1980.74,1031.71,UPI,Delivered,Thompson-Foster,hevans@white.biz,5,Yes,42
ord1519,2025-11-08,2025-11-10,Cust792,prod9666,Keyboard,Electronics,East,Vermont,East Jamesside,4,867,10,3121.2,2217.3,903.9,Cash,Cancelled,Parker-Hines,charlessheryl@west.biz,9,Yes,26
ord1520,2025-01-03,2025-01-05,Cust482,prod2103,Pen,Office supplies,North,Idaho,South Ashleyfurt,3,889,0,2667.0,2312.02,354.98,NB,Pending,"Yu, Vasquez and Thomas",qmiller@gay.org,40,No,0
ord1521,2025-10-10,2025-10-17,Cust193,prod2672,Cooking oil,Grocery,North,Oregon,South Harrymouth,10,2717,0,27170.0,19796.64,7373.36,NB,Cancelled,"Jacobson, Franklin and Williams",ounderwood@ferguson.org,44,No,0
ord1522,2025-04-11,2025-04-14,Cust320,prod2712,Biscuits,Grocery,North,Montana,Johnsonborough,4,318,20,1017.6,835.28,182.32,CC,Delivered,Lee-Banks,leealexa@garcia-jackson.info,38,No,0
ord1523,2025-11-13,2025-11-18,Cust858,prod7693,Cooking oil,Grocery,South,Connecticut,West Christopherview,9,2366,15,18099.9,15135.71,2964.19,CC,Cancelled,Dunn-Moore,ftaylor@tran.com,48,No,0
ord1524,2025-04-07,2025-04-14,Cust817,prod4064,Office chair,Furniture,East,Wisconsin,New Amber,4,102,15,346.8,232.69,114.11,UPI,Pending,Walker Inc,ezimmerman@gonzalez-kelley.com,37,No,0
ord1525,2024-12-07,2024-12-13,Cust298,prod4990,Sofa,Furniture,East,New York,Lindashire,9,3699,15,28297.35,18331.69,9965.66,Cash,Delivered,"Joseph, Moore and Roberts",leroygutierrez@hunter.com,24,No,0
ord1526,2025-10-13,2025-10-14,Cust275,prod3415,Laptop,Electronics,West,Mississippi,Sampsonfurt,8,1009,15,6861.2,4505.14,2356.06,UPI,Returned,Rich Ltd,melissa51@howell.com,21,No,0
ord1527,2025-11-23,2025-11-24,Cust340,prod1767,Office chair,Furniture,South,Alaska,East Susanbury,4,4972,10,17899.2,15424.36,2474.84,UPI,Pending,"Garrett, Sheppard and Jackson",ureed@harris-smith.com,21,No,0
ord1528,2025-06-07,2025-06-09,Cust853,prod9578,Stapler,Office supplies,South,Wyoming,Janebury,3,4638,5,13218.3,11736.7,1481.6,CC,Delivered,Scott-Stokes,amberrobertson@mcclure.com,28,No,0
ord1529,2025-02-27,2025-03-04,Cust939,prod5814,Laptop,Electronics,East,Minnesota,Craigshire,2,920,15,1564.0,1070.63,493.37,UPI,Cancelled,Miles Ltd,romeroeric@gray-higgins.org,38,No,0
ord1530,2025-06-11,2025-06-15,Cust792,prod6523,Cooking oil,Grocery,East,Wisconsin,Leonardport,5,2408,5,11438.0,9742.29,1695.71,NB,Cancelled,Mullins Group,steelemichael@downs.net,8,Yes,25
ord1531,2025-08-22,2025-08-29,Cust472,prod2885,Office chair,Furniture,West,Connecticut,Stephaniemouth,4,3474,0,13896.0,8493.58,5402.42,Cash,Pending,Rivera-Rogers,bakerdiana@perez-cook.com,35,No,0
ord1532,2024-12-12,2024-12-17,Cust740,prod7028,Office chair,Furniture,South,Arkansas,Loriview,2,1479,15,2514.3,2250.88,263.42,NB,Returned,Cortez-Wolfe,mcdonalddanny@hayden.com,11,No,0
ord1533,2025-06-15,2025-06-22,Cust448,prod5445,Bed,Furniture,North,West Virginia,Port Paulton,5,2990,5,14202.5,9737.15,4465.35,UPI,Cancelled,Barton-Williams,benjaminhester@black.org,5,Yes,49
ord1534,2025-05-18,2025-05-22,Cust203,prod7912,Monitor,Electronics,South,Illinois,New Natasha,8,2795,15,19006.0,14351.57,4654.43,CC,Returned,"Hart, Jenkins and Potts",johnsonmichael@brown.biz,18,No,0
ord1535,2025-10-09,2025-10-13,Cust693,prod2615,Bed,Furniture,North,South Dakota,Jaredberg,8,4733,0,37864.0,26035.15,11828.85,CC,Cancelled,Fernandez Ltd,andrew78@contreras.com,29,No,0
ord1536,2024-12-08,2024-12-15,Cust677,prod6688,Sugar,Grocery,North,Virginia,Whitneyville,9,2218,15,16967.7,14198.64,2769.06,CC,Returned,Blevins-Bell,xvazquez@russell.com,2,Yes,47
ord1537,2025-05-30,2025-06-03,Cust836,prod3396,Laptop,Electronics,East,Colorado,Lake Jeffreyport,1,581,20,464.8,325.29,139.51,CC,Delivered,York LLC,traceymcbride@oliver-galvan.com,28,No,0
ord1538,2025-10-16,2025-10-20,Cust272,prod8457,File folder,Office supplies,North,Georgia,North Katherinefort,9,4844,15,37056.6,25004.92,12051.68,Cash,Cancelled,Travis PLC,hlucas@pearson-rodriguez.com,47,No,0
ord1539,2024-12-31,2025-01-01,Cust894,prod4787,Keyboard,Electronics,East,Colorado,Lake Julie,10,1318,10,11862.0,9173.12,2688.88,CC,Delivered,Harris Group,lopezmichelle@long.com,17,No,0
ord1540,2025-02-16,2025-02-19,Cust859,prod5648,Calculator,Office supplies,West,Arizona,Bethanychester,1,4799,20,3839.2,3171.54,667.66,NB,Pending,Thompson LLC,davidwilliams@reynolds.com,6,Yes,41
ord1541,2025-05-05,2025-05-08,Cust423,prod6196,Laptop,Electronics,North,South Carolina,Lake Nicholas,9,1638,15,12530.7,7727.09,4803.61,UPI,Cancelled,"Edwards, Nichols and Villarreal",njones@lewis.com,15,No,0
ord1542,2025-10-10,2025-10-17,Cust740,prod7154,Laptop,Electronics,South,Mississippi,Newtonview,2,4301,0,8602.0,5897.65,2704.35,CC,Cancelled,"Hood, Robertson and Rivers",cynthia45@garcia.com,15,No,0
ord1543,2025-03-24,2025-03-28,Cust686,prod6893,Notebook,Office supplies,North,Louisiana,Garrettbury,6,2878,10,15541.2,12940.46,2600.74,CC,Returned,Sanchez and Sons,williamsjason@johnson-pace.biz,45,No,0
ord1544,2025-07-24,2025-07-31,Cust817,prod9219,Calculator,Office supplies,West,Florida,South Nancy,9,2813,20,20253.6,15717.54,4536.06,Cash,Returned,Peters-Goodman,amandaarmstrong@tyler.info,29,No,0
ord1545,2025-06-15,2025-06-20,Cust863,prod3140,Mouse,Electronics,West,North Dakota,Lake Victorview,10,1298,5,12331.0,7498.98,4832.02,Cash,Cancelled,"House, Young and Mills",fyang@obrien-gregory.com,0,Yes,34
ord1546,2025-09-11,2025-09-16,Cust268,prod1509,Sugar,Grocery,North,Georgia,South Linda,2,3647,20,5835.2,3947.36,1887.84,Cash,Cancelled,"Lopez, Harrison and Mckee",georgelauren@ortiz.org,43,No,0
ord1547,2025-09-20,2025-09-27,Cust946,prod8945,Wheat,Grocery,South,Louisiana,West David,9,278,20,2001.6,1439.91,561.69,Cash,Delivered,Copeland Ltd,mackenziewalker@mcdaniel.net,0,Yes,32
ord1548,2025-03-23,2025-03-30,Cust918,prod8112,Study Table,Furniture,North,New Hampshire,Matthewport,7,1807,0,12649.0,10226.82,2422.18,UPI,Delivered,"Mckinney, Glover and Santiago",ryan02@anderson-duncan.info,25,No,0
ord1549,2025-01-23,2025-01-27,Cust731,prod5603,Cooking oil,Grocery,North,Georgia,Millermouth,8,1710,10,12312.0,8252.43,4059.57,UPI,Pending,Sweeney-Rowland,ambercarter@franklin.com,23,No,0
ord1550,2025-03-29,2025-04-03,Cust661,prod9601,Rice bag,Grocery,South,Missouri,East Nancytown,6,2127,5,12123.9,9932.98,2190.92,Cash,Returned,Murphy LLC,roachdouglas@james-pope.com,47,No,0
ord1551,2025-01-25,2025-01-29,Cust649,prod6473,Sofa,Furniture,North,Illinois,Kyleburgh,7,3800,5,25270.0,20761.08,4508.92,UPI,Cancelled,Martin Inc,michael30@sandoval.org,40,No,0
ord1552,2025-08-08,2025-08-10,Cust574,prod8244,Rice bag,Grocery,South,Tennessee,Joshuastad,10,3975,0,39750.0,33320.1,6429.9,UPI,Cancelled,Sanders-Pierce,tmorrison@alvarez-cook.net,3,Yes,31
ord1553,2025-10-15,2025-10-19,Cust990,prod7539,Bookshelf,Furniture,North,Illinois,West Paul,1,4734,5,4497.3,3454.82,1042.48,NB,Pending,"Lucas, Moss and Jackson",mirandamcdowell@thomas.com,47,No,0
ord1554,2025-01-02,2025-01-09,Cust521,prod8130,Monitor,Electronics,South,Nebraska,East Kyle,7,2787,10,17558.1,15179.18,2378.92,Cash,Delivered,"Mason, Rice and Wheeler",stacey42@johnson-patterson.biz,21,No,0
ord1555,2025-12-02,2025-12-05,Cust190,prod7495,Headphones,Electronics,East,Montana,Port John,10,4176,15,35496.0,28973.3,6522.7,CC,Cancelled,Sweeney-Campbell,xwilliams@campbell.com,7,Yes,34
ord1556,2025-08-18,2025-08-20,Cust570,prod1728,Calculator,Office supplies,North,Delaware,Michaelmouth,8,998,10,7185.6,4588.49,2597.11,UPI,Delivered,Hardy-Chavez,lee85@martin.org,24,No,0
ord1557,2025-04-29,2025-05-01,Cust300,prod5669,Calculator,Office supplies,West,South Dakota,Lopezport,5,1447,10,6511.5,5609.7,901.8,CC,Cancelled,Gordon-Ramirez,alexis54@davidson-norris.com,49,No,0
ord1558,2025-09-20,2025-09-27,Cust969,prod9929,Calculator,Office supplies,North,Kentucky,Wesleymouth,7,1937,20,10847.2,7529.02,3318.18,Cash,Cancelled,"Castillo, Dean and Mccormick",laurabaird@davis.com,18,No,0
ord1559,2024-12-30,2025-01-03,Cust382,prod8358,Wheat,Grocery,West,Idaho,Lake Christian,6,4577,0,27462.0,23347.89,4114.11,UPI,Returned,Mercado Group,ashley70@gonzales-norton.org,7,Yes,50
ord1560,2025-08-05,2025-08-09,Cust498,prod8830,Sugar,Grocery,North,Nebraska,New Christopherland,1,3792,15,3223.2,2131.19,1092.01,UPI,Pending,Bauer PLC,crystal13@byrd-ochoa.com,34,No,0
ord1561,2025-07-08,2025-07-14,Cust159,prod1536,Headphones,Electronics,North,New Hampshire,Cummingsshire,6,2895,20,13896.0,8715.84,5180.16,NB,Delivered,"Brown, Maxwell and Higgins",chaseaaron@miller.com,28,No,0
ord1562,2025-02-11,2025-02-15,Cust218,prod8577,Sofa,Furniture,West,Maine,Murrayhaven,3,423,20,1015.2,853.99,161.21,Cash,Pending,"Watson, Hahn and Mendez",robert09@moore.org,0,Yes,25
ord1563,2025-05-08,2025-05-11,Cust714,prod7057,Notebook,Office supplies,North,Oklahoma,Waltersbury,3,3764,15,9598.2,8192.18,1406.02,UPI,Returned,Salinas-Smith,annashaw@simmons.com,37,No,0
ord1564,2025-10-30,2025-11-02,Cust651,prod3079,Pen,Office supplies,South,Minnesota,Lake Jeremy,6,4724,15,24092.4,19663.05,4429.35,Cash,Pending,"May, Pennington and Schmitt",coxalex@jimenez.info,45,No,0
ord1565,2025-06-26,2025-07-02,Cust313,prod7943,Sofa,Furniture,East,Rhode Island,North Jessicatown,10,4053,0,40530.0,34731.13,5798.87,CC,Delivered,Scott-Rodriguez,westbryce@warren.com,22,No,0
ord1566,2025-03-03,2025-03-10,Cust218,prod6042,Notebook,Office supplies,West,Arkansas,Stephanieton,6,3858,0,23148.0,14124.37,9023.63,UPI,Delivered,"Jackson, Rush and Gross",pattersondonna@harris.net,45,No,0
ord1567,2024-12-09,2024-12-12,Cust939,prod5935,Bed,Furniture,South,Louisiana,South Joshua,7,2117,0,14819.0,11600.78,3218.22,UPI,Returned,Scott PLC,michael03@stokes.com,30,No,0
ord1568,2025-09-17,2025-09-21,Cust765,prod9502,Keyboard,Electronics,East,Minnesota,Stephaniechester,7,3765,5,25037.25,16253.63,8783.62,NB,Delivered,Baker-Mathis,amandamcknight@carter.com,35,No,0
ord1569,2025-07-27,2025-08-02,Cust346,prod2864,Laptop,Electronics,West,Tennessee,North Wayne,6,615,20,2952.0,1836.77,1115.23,NB,Pending,Waters-Snyder,kathryn78@huerta.com,18,No,0
ord1570,2024-12-15,2024-12-22,Cust534,prod2008,Laptop,Electronics,East,Georgia,Beckershire,5,3658,20,14632.0,11684.07,2947.93,NB,Cancelled,"Myers, Patel and Hill",heatherpotter@rose-cline.biz,4,Yes,48
ord1571,2025-04-10,2025-04-11,Cust210,prod8731,Monitor,Electronics,East,Arkansas,New Graceport,7,3242,10,20424.6,18238.27,2186.33,CC,Cancelled,Carter-Garcia,aharris@myers.net,42,No,0
ord1572,2025-01-04,2025-01-11,Cust417,prod4350,File folder,Office supplies,West,Michigan,East Jamesland,3,1049,5,2989.65,2170.48,819.17,UPI,Cancelled,Larsen-Zavala,donaldharris@clark.biz,33,No,0
ord1573,2025-01-09,2025-01-13,Cust545,prod9017,Keyboard,Electronics,West,Minnesota,Cookbury,8,298,15,2026.4,1645.24,381.16,UPI,Returned,"Fleming, Cervantes and Ramirez",haneydennis@clay-medina.net,30,No,0
ord1574,2025-11-02,2025-11-04,Cust115,prod8398,Cooking oil,Grocery,South,Georgia,South Kristenchester,3,2741,10,7400.7,4498.04,2902.66,UPI,Delivered,"Nolan, Walton and Daniels",amanda31@gallagher.com,34,No,0
ord1575,2025-01-27,2025-01-29,Cust862,prod3697,Bookshelf,Furniture,North,Montana,Baileyhaven,10,4101,20,32808.0,23609.12,9198.88,UPI,Delivered,Howell Ltd,jmcfarland@day.org,34,No,0
ord1576,2025-07-16,2025-07-17,Cust305,prod9646,Biscuits,Grocery,East,Washington,Davisborough,10,2514,10,22626.0,20344.76,2281.24,NB,Returned,Soto PLC,robertsmatthew@nelson.com,17,No,0
ord1577,2025-01-17,2025-01-20,Cust234,prod1768,Headphones,Electronics,West,Washington,Ryanmouth,2,863,10,1553.4,1260.1,293.3,CC,Cancelled,Conner PLC,xfisher@murphy-smith.com,0,Yes,30
ord1578,2024-12-27,2024-12-29,Cust416,prod1237,Wheat,Grocery,East,Maryland,North Josephborough,7,4483,5,29811.95,18914.31,10897.64,Cash,Delivered,"Mcconnell, Turner and Richards",megan77@stevens.org,46,No,0
ord1579,2025-01-25,2025-01-28,Cust658,prod8374,Study Table,Furniture,West,South Dakota,North Sabrinamouth,4,3751,5,14253.8,9625.73,4628.07,Cash,Pending,Bond Inc,melissa73@gross-todd.com,35,No,0
ord1580,2025-06-04,2025-06-10,Cust643,prod2885,Bookshelf,Furniture,West,Alaska,Clarkfort,4,2805,0,11220.0,8408.43,2811.57,Cash,Returned,Washington LLC,timothy90@jensen.biz,22,No,0
ord1581,2025-04-18,2025-04-19,Cust990,prod5423,Pen,Office supplies,South,New York,Nancyberg,5,3355,15,14258.75,12665.65,1593.1,UPI,Returned,"Ochoa, Marshall and Grimes",ernestmoody@barnes.net,3,Yes,47
ord1582,2025-10-26,2025-10-27,Cust809,prod1704,File folder,Office supplies,East,Georgia,West Sheilatown,1,1274,15,1082.9,967.82,115.08,NB,Returned,"Mccullough, Whitehead and Bartlett",vaughancraig@mckenzie-barrett.com,48,No,0
ord1583,2025-01-31,2025-02-05,Cust218,prod2935,Office chair,Furniture,East,New Hampshire,North Kelly,6,451,15,2300.1,1560.81,739.29,CC,Returned,Gonzalez-Collins,david75@bush.net,13,No,0
ord1584,2025-05-08,2025-05-12,Cust201,prod4553,Laptop,Electronics,South,Rhode Island,East Jennifermouth,4,3913,0,15652.0,9529.57,6122.43,UPI,Delivered,Peters-Kline,gmartin@carson.com,10,No,0
ord1585,2025-05-14,2025-05-15,Cust262,prod5128,Pen,Office supplies,South,North Carolina,Jorgebury,5,4891,10,22009.5,19321.91,2687.59,CC,Cancelled,Hayes-Newton,stephen30@carr.com,35,No,0
ord1586,2025-04-22,2025-04-28,Cust405,prod2584,Notebook,Office supplies,East,Oklahoma,Allenmouth,10,1607,10,14463.0,10194.8,4268.2,Cash,Pending,Gross-Nguyen,veronicasmith@flores.com,28,No,0
ord1587,2025-07-27,2025-07-28,Cust462,prod7883,Mouse,Electronics,North,New Jersey,New Joyton,7,3583,0,25081.0,16678.32,8402.68,CC,Delivered,Vincent Inc,littletaylor@green.net,14,No,0
ord1588,2025-10-09,2025-10-16,Cust541,prod5866,Laptop,Electronics,South,Wisconsin,Lake Monica,3,4584,5,13064.4,10633.58,2430.82,NB,Returned,"White, Jenkins and Smith",tinarodriguez@alexander.com,41,No,0
ord1589,2025-08-18,2025-08-19,Cust585,prod5139,Headphones,Electronics,East,Connecticut,North Amandafort,10,2977,20,23816.0,16938.02,6877.98,UPI,Delivered,Collins-Garcia,gailturner@dixon.com,34,No,0
ord1590,2024-12-21,2024-12-27,Cust849,prod1822,Office chair,Furniture,South,Louisiana,Chanfurt,7,1607,20,8999.2,5868.15,3131.05,Cash,Delivered,Fox LLC,michael52@thomas-walker.com,49,No,0
ord1591,2025-04-01,2025-04-04,Cust368,prod9740,Cooking oil,Grocery,East,Rhode Island,Lindseyfort,4,1505,10,5418.0,3591.98,1826.02,UPI,Delivered,"Wilson, Smith and Johnson",johndavis@estrada.com,33,No,0
ord1592,2025-11-04,2025-11-10,Cust410,prod5681,Sugar,Grocery,North,Florida,Port Noahton,1,4055,15,3446.75,2371.05,1075.7,UPI,Cancelled,Bean-Anderson,triciawalker@fitzpatrick.com,2,Yes,34
ord1593,2025-08-11,2025-08-14,Cust936,prod6141,Study Table,Furniture,North,Tennessee,Whiteburgh,2,3736,0,7472.0,6056.65,1415.35,NB,Pending,Smith LLC,xjoyce@holland.com,19,No,0
ord1594,2025-04-27,2025-05-02,Cust935,prod6184,Stapler,Office supplies,South,Utah,Tonyastad,10,1835,10,16515.0,12580.21,3934.79,NB,Delivered,Ryan-Smith,annagarcia@maynard-ramirez.com,11,No,0
ord1595,2025-03-20,2025-03-24,Cust453,prod3863,Biscuits,Grocery,North,Indiana,Lake Linda,9,104,0,936.0,639.26,296.74,CC,Returned,Roberts-Hebert,graveskimberly@stevens.info,5,Yes,22
ord1596,2025-06-29,2025-07-01,Cust900,prod7335,Mouse,Electronics,North,Hawaii,Davidside,7,3569,20,19986.4,13027.34,6959.06,Cash,Delivered,"Stuart, Li and Boyd",mcculloughmelanie@alexander.net,46,No,0
ord1597,2025-01-05,2025-01-06,Cust190,prod4703,Rice bag,Grocery,West,Ohio,South Michael,5,2812,5,13357.0,11826.87,1530.13,CC,Delivered,Kirk LLC,jason29@brown.com,0,Yes,24
ord1598,2025-05-14,2025-05-19,Cust675,prod4896,File folder,Office supplies,North,Louisiana,South Elizabeth,2,3210,5,6099.0,4362.16,1736.84,CC,Pending,"Reed, Lyons and Potter",vclark@holmes.com,18,No,0
ord1599,2025-06-23,2025-06-25,Cust931,prod1527,Laptop,Electronics,South,New Hampshire,Rachelport,8,2990,20,19136.0,15455.75,3680.25,UPI,Delivered,"Brady, Brown and Bennett",kellywilliams@cox-lopez.com,14,No,0
ord1600,2025-07-19,2025-07-20,Cust922,prod2186,Keyboard,Electronics,East,Rhode Island,Annetteburgh,4,4333,5,16465.4,14672.67,1792.73,Cash,Delivered,Rivera-Mills,belldaniel@fleming.info,37,No,0
ord1601,2025-02-11,2025-02-13,Cust357,prod2987,File folder,Office supplies,East,Missouri,New Stephanie,4,1748,0,6992.0,4338.12,2653.88,NB,Cancelled,Jackson Inc,robinsonkeith@perkins.net,35,No,0
ord1602,2025-10-24,2025-10-28,Cust476,prod8391,Wheat,Grocery,South,Illinois,Weisston,10,4944,15,42024.0,29321.08,12702.92,NB,Returned,Richards Inc,brittany42@goodwin.com,47,No,0
ord1603,2025-05-16,2025-05-23,Cust122,prod4135,Bed,Furniture,East,Pennsylvania,East Kelly,10,3612,20,28896.0,24496.53,4399.47,CC,Cancelled,"Miller, Flores and Hamilton",doyledavid@rangel-carr.com,23,No,0
ord1604,2025-07-05,2025-07-11,Cust140,prod7018,Wheat,Grocery,South,Hawaii,Johnnytown,4,882,5,3351.6,2371.12,980.48,Cash,Delivered,"Garcia, Beck and Wright",leejessica@adams-mccoy.com,44,No,0
ord1605,2025-05-31,2025-06-03,Cust541,prod1397,Rice bag,Grocery,East,Kansas,West Jeffrey,10,300,0,3000.0,2089.82,910.18,NB,Pending,"Green, Smith and Carter",jeanne20@peck.com,22,No,0
ord1606,2025-10-02,2025-10-05,Cust158,prod1138,Notebook,Office supplies,South,Connecticut,Caitlinbury,2,3909,15,6645.3,4447.75,2197.55,UPI,Cancelled,Lee LLC,benjamin58@johnson-lawrence.com,6,Yes,25
ord1607,2025-05-15,2025-05-21,Cust797,prod6273,Pen,Office supplies,North,Texas,Lake Courtneyton,6,1021,0,6126.0,3879.86,2246.14,CC,Pending,"Joseph, Jones and Carroll",wallacebrian@miller-ford.info,43,No,0
ord1608,2025-06-08,2025-06-13,Cust643,prod2627,Wheat,Grocery,South,Iowa,Thompsonchester,7,3618,10,22793.4,16419.52,6373.88,NB,Delivered,Logan-Russell,villanuevamary@francis.com,19,No,0
ord1609,2025-05-12,2025-05-19,Cust999,prod7121,Biscuits,Grocery,North,Delaware,Morganbury,4,2853,10,10270.8,8436.19,1834.61,CC,Pending,Carrillo LLC,julianwilkins@chavez-chase.com,8,Yes,39
ord1610,2025-11-15,2025-11-19,Cust658,prod7157,Sofa,Furniture,West,California,New Cameron,7,3839,20,21498.4,15363.46,6134.94,NB,Returned,King-Mcmillan,richardsonthomas@coleman-jensen.com,17,No,0
ord1611,2025-10-23,2025-10-29,Cust860,prod7504,Calculator,Office supplies,East,Louisiana,Lisaview,8,3944,5,29974.4,24053.8,5920.6,UPI,Returned,"Williams, Osborne and Johnson",jeanettecantu@williams.net,6,Yes,49
ord1612,2025-01-13,2025-01-19,Cust690,prod6237,Stapler,Office supplies,South,New York,Brianborough,4,4388,20,14041.6,9349.18,4692.42,UPI,Returned,Fuller and Sons,hburke@rojas.com,12,No,0
ord1613,2025-03-08,2025-03-12,Cust361,prod7565,Mouse,Electronics,North,Georgia,East Paula,6,745,15,3799.5,2374.81,1424.69,Cash,Pending,"Mejia, Lewis and Foster",hermancathy@crawford.com,44,No,0
ord1614,2025-10-21,2025-10-25,Cust868,prod9184,Keyboard,Electronics,East,Indiana,Port Matthewview,1,3792,5,3602.4,2419.01,1183.39,NB,Returned,"Henry, Lopez and Smith",shafferbenjamin@green.net,26,No,0
ord1615,2025-07-05,2025-07-12,Cust849,prod7435,Biscuits,Grocery,West,Connecticut,Curtistown,4,3884,20,12428.8,9595.8,2833.0,Cash,Delivered,"Hart, Bray and Howard",tbarnes@richardson.info,35,No,0
ord1616,2025-01-02,2025-01-09,Cust220,prod1699,Pen,Office supplies,North,Delaware,Port Robertfort,10,1799,5,17090.5,12672.63,4417.87,NB,Cancelled,"Hunter, Cunningham and Lopez",waynemolina@hoffman.info,15,No,0
ord1617,2025-03-16,2025-03-20,Cust921,prod2477,Pen,Office supplies,South,Massachusetts,South Rhonda,2,1814,5,3446.6,2607.68,838.92,Cash,Delivered,Sutton and Sons,duncandarrell@ramirez.com,8,Yes,28
ord1618,2025-06-14,2025-06-20,Cust572,prod1945,Notebook,Office supplies,South,New Jersey,Knightburgh,3,3622,20,8692.8,6258.05,2434.75,CC,Cancelled,"Burgess, Jackson and Parks",ble@wood.com,15,No,0
ord1619,2025-11-08,2025-11-13,Cust525,prod8723,Notebook,Office supplies,West,Maine,Marshallhaven,2,1007,15,1711.9,1396.42,315.48,NB,Cancelled,Doyle-Schmidt,daughertyspencer@romero.com,3,Yes,22
ord1620,2025-09-22,2025-09-28,Cust930,prod4893,Biscuits,Grocery,East,Arkansas,Davisburgh,2,1531,10,2755.8,1736.89,1018.91,CC,Delivered,"Gonzales, Mcdonald and Thomas",taracortez@romero.info,39,No,0
ord1621,2024-12-23,2024-12-24,Cust785,prod8116,Rice bag,Grocery,North,Iowa,Jasonview,1,4802,20,3841.6,2527.91,1313.69,CC,Delivered,Roy PLC,rhondamartinez@thomas.com,5,Yes,35
ord1622,2025-07-17,2025-07-18,Cust354,prod7511,Study Table,Furniture,East,Kentucky,Christopherfort,10,2149,0,21490.0,18148.12,3341.88,UPI,Pending,Livingston-Potts,mccoyjoshua@snyder.com,43,No,0
